,Review_year,Cocoa_percent,Rating,Clusters
1682,2015,63.0,4.0,purple
1683,2013,70.0,3.5,purple
1684,2013,64.0,3.5,purple
1685,2012,69.0,4.0,purple
1686,2011,56.0,3.25,purple
1687,2011,64.0,4.0,purple
1688,2009,64.0,3.75,purple
1689,2009,66.0,3.75,purple
1690,2009,68.0,3.5,purple
1691,2007,72.0,3.0,pink
1692,2007,65.0,3.75,purple
1693,2007,64.0,4.0,purple
1694,2007,85.0,1.5,dark purple
1695,2007,85.0,2.5,dark purple
1696,2007,71.0,2.75,pink
1697,2007,64.0,3.25,purple
1698,2006,66.0,3.0,pink
1699,2006,70.0,4.0,purple
1700,2006,64.0,2.5,pink
1701,2006,64.0,3.0,pink
1702,2006,64.0,3.5,purple
1703,2012,72.0,2.5,pink
1704,2012,65.0,2.75,pink
1705,2009,72.0,2.75,pink
1706,2009,76.0,2.75,pink
1707,2009,80.0,2.75,dark purple
1708,2009,70.0,3.0,pink
1709,2009,68.0,3.0,pink
1710,2009,64.0,3.25,purple
1711,2015,70.0,3.25,purple
1712,2015,70.0,3.25,purple
1713,2014,90.0,3.25,dark purple
1714,2014,75.0,3.5,purple
1715,2014,75.0,3.5,purple
1716,2013,90.0,3.75,dark purple
1717,2012,70.0,3.25,purple
1718,2012,70.0,3.5,purple
1719,2014,75.0,3.0,pink
1720,2007,100.0,2.0,dark purple
1721,2007,90.0,2.0,dark purple
1722,2007,75.0,3.0,pink
1723,2007,65.0,3.0,pink
1724,2015,77.0,2.75,pink
1725,2015,77.0,3.0,pink
1726,2015,77.0,3.0,pink
1727,2015,77.0,3.25,purple
1728,2015,77.0,2.75,pink
1729,2016,70.0,2.5,pink
1730,2016,70.0,2.5,pink
1731,2016,70.0,3.0,pink
1732,2016,70.0,3.5,purple
1733,2016,70.0,3.5,purple
1734,2011,72.0,2.5,pink
1735,2013,75.0,2.5,pink
1736,2013,89.0,2.75,dark purple
1737,2013,75.0,3.25,purple
1738,2013,75.0,2.75,pink
1739,2016,70.0,4.0,purple
1740,2014,88.0,3.0,dark purple
1741,2013,100.0,2.25,dark purple
1742,2010,71.0,3.0,pink
1743,2010,72.0,3.5,purple
1744,2010,69.0,3.75,purple
1745,2009,70.0,3.0,pink
1746,2009,72.0,3.25,purple
1747,2016,74.0,3.0,pink
1748,2016,76.0,3.5,purple
1749,2016,75.0,3.75,purple
1750,2014,70.0,3.0,pink
1751,2013,70.0,3.25,purple
1752,2013,70.0,3.5,purple
1753,2012,70.0,2.5,pink
1754,2012,70.0,3.0,pink
1755,2012,70.0,3.25,purple
1756,2011,70.0,4.0,purple
1757,2011,70.0,3.5,purple
1758,2013,66.0,3.0,pink
1759,2017,70.0,2.75,pink
1760,2017,70.0,2.5,pink
1761,2015,70.0,3.0,pink
1762,2015,70.0,3.25,purple
1763,2015,70.0,3.25,purple
1764,2015,70.0,3.25,purple
1765,2015,70.0,3.5,purple
1766,2015,60.0,3.0,pink
1767,2016,70.0,3.5,purple
1768,2016,70.0,2.75,pink
1769,2016,85.0,2.75,dark purple
1770,2016,85.0,3.0,dark purple
1771,2016,70.0,3.5,purple
1772,2016,78.0,3.5,purple
1773,2016,78.0,3.75,purple
1774,2016,65.0,3.25,purple
1775,2011,68.0,3.5,purple
1776,2011,66.0,3.5,purple
1777,2011,72.0,3.75,purple
1778,2014,80.0,2.75,dark purple
1779,2012,72.0,3.5,purple
1780,2012,65.0,3.5,purple
1781,2012,70.0,3.0,pink
1782,2012,70.0,3.5,purple
1783,2012,62.0,3.75,purple
1784,2012,75.0,3.0,pink
1785,2012,75.0,3.0,pink
1786,2012,90.0,3.25,dark purple
1787,2012,70.0,3.75,purple
1788,2012,68.0,3.25,purple
1789,2012,58.0,3.5,purple
1790,2011,70.0,3.75,purple
1791,2011,65.0,3.0,pink
1792,2011,65.0,3.5,purple
1793,2011,62.0,3.25,purple
1794,2010,65.0,3.0,pink
