Company,Chocolate_origin,Review_number,Review_year,Cocoa_percent,Company_location,Rating,Bean_type,Bean_origin,Cocoa_category,Rating_category
Davis,Ghana,1093,2013,70.0,USA,2.5,3,Ghana,Moderate Blend,Fair
Davis,Rainforest,1093,2013,70.0,USA,2.75,6,Dominican Republic,Moderate Blend,Fair
Davis,Venezuela,1093,2013,70.0,USA,2.75,6,Venezuela,Moderate Blend,Fair
Davis,West Africa,907,2012,58.0,USA,3.25,3,West Africa,Mild Mocha,Fair
De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,6,Brazil,Moderate Blend,Fair
De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,6,Brazil,Mild Mocha,Fair
De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,3,Uganda,Moderate Blend,Fair
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,6,Madagascar,Moderate Blend,Fair
Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,USA,2.5,2,Madagascar,Mild Mocha,Fair
Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,USA,3.0,6,Costa Rica,Mild Mocha,Fair
Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,USA,3.0,6,Ecuador,Moderate Blend,Fair
Dean and Deluca (Belcolade),Ghana,175,2007,60.0,USA,3.0,3,Ghana,Mild Mocha,Fair
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,USA,3.0,6,Papua New Guinea,Mild Mocha,Fair
Dean and Deluca (Belcolade),Peru,180,2007,64.0,USA,3.0,6,Peru,Mild Mocha,Fair
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,6,Papua New Guinea,Mild Mocha,Fair
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,6,Venezuela,Mild Mocha,Fair
Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,6,Tanzania,Moderate Blend,Fair
DeVries,Bolivian,241,2008,80.0,USA,2.75,6,Bolivia,Moderate Blend,Fair
DeVries,Costa Rica,166,2007,77.0,USA,3.5,2,Costa Rica,Moderate Blend,Fair
DeVries,Dominican Republic,166,2007,77.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Dick Taylor,Lanquin Estate,1952,2017,70.0,USA,3.75,6,Guatemala,Moderate Blend,Fair
Dick Taylor,Tien Giang,1864,2016,78.0,USA,3.5,2,Vietnam,Moderate Blend,Fair
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,USA,3.75,6,Bolivia,Moderate Blend,Fair
Dick Taylor,Elvesia,1235,2014,74.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Dick Taylor,Camino Verde,1193,2013,76.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Dick Taylor,Bolivia,895,2012,75.0,USA,2.75,6,Bolivia,Moderate Blend,Fair
Dick Taylor,Belize,955,2012,72.0,USA,2.75,2,Belize,Moderate Blend,Fair
Dick Taylor,Sambirano,661,2011,80.0,USA,2.75,2,Madagascar,Moderate Blend,Fair
Dick Taylor,Sambirano,661,2011,72.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
Dick Taylor,Mantuano,682,2011,75.0,USA,2.75,1,Venezuela,Moderate Blend,Fair
Dick Taylor,La Red,769,2011,74.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Dick Taylor,Ecuador,769,2011,70.0,USA,3.25,6,Ecuador,Moderate Blend,Fair
Doble & Bignall,Puerto Cabello,1688,2015,85.0,U.K.,3.0,6,Venezuela,Deep Dark,Fair
Doble & Bignall,"Panama, Raven",1371,2014,72.0,U.K.,3.25,6,Panama,Moderate Blend,Fair
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,U.K.,3.25,2,Venezuela,Moderate Blend,Fair
Doble & Bignall,Johe,1407,2014,72.0,U.K.,3.5,4,Nicaragua,Moderate Blend,Fair
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,USA,3.75,6,Hawaii,Moderate Blend,Fair
Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,3,West Africa,Deep Dark,Fair
Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,6,Unkown,Moderate Blend,Poor
Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,6,Ecuador,Moderate Blend,Fair
Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,1,Venezuela,Moderate Blend,Fair
Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,1,Venezuela,Deep Dark,Fair
Domori,Morogoro,863,2012,70.0,Italy,3.5,6,Tanzania,Moderate Blend,Fair
Domori,Guasare,863,2012,70.0,Italy,3.75,1,Venezuela,Moderate Blend,Fair
Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,1,Venezuela,Moderate Blend,Fair
Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,2,Venezuela,Moderate Blend,Fair
Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,2,Venezuela,Moderate Blend,Fair
Domori,Teyuna,272,2008,70.0,Italy,3.0,6,Colombia,Moderate Blend,Fair
Domori,Blend No. 1,272,2008,78.0,Italy,3.5,4,Unkown,Moderate Blend,Fair
Domori,Ilblend,272,2008,70.0,Italy,3.75,4,Unkown,Moderate Blend,Fair
Domori,Porcelana,111,2007,70.0,Italy,4.0,1,Venezuela,Moderate Blend,Excellent
Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,1,Venezuela,Moderate Blend,Fair
Domori,Granella,135,2007,60.0,Italy,3.25,2,Venezuela,Mild Mocha,Fair
Domori,Madagascar,135,2007,70.0,Italy,3.5,2,Madagascar,Moderate Blend,Fair
Domori,Madagared,192,2007,70.0,Italy,3.5,1,Madagascar,Moderate Blend,Fair
Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,1,Indonesia,Moderate Blend,Fair
Domori,Ecuador,192,2007,70.0,Italy,4.0,3,Ecuador,Moderate Blend,Excellent
Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,1,Venezuela,Moderate Blend,Excellent
Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,2,Venezuela,Moderate Blend,Fair
Domori,Apurimac,87,2006,70.0,Italy,3.25,2,Peru,Moderate Blend,Fair
Domori,Carenero Superior,87,2006,70.0,Italy,3.5,2,Venezuela,Moderate Blend,Fair
Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,2,Grenada,Moderate Blend,Fair
Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,2,Venezuela,Moderate Blend,Fair
Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,4,Colombia,Moderate Blend,Fair
Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,4,Madagascar,Moderate Blend,Fair
Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,U.K.,4.0,1,Guatemala,Moderate Blend,Excellent
Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,1,Nicaragua,Moderate Blend,Fair
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,1,Nicaragua,Moderate Blend,Fair
Duffy's,Ocumare,923,2012,72.0,U.K.,3.75,6,Venezuela,Moderate Blend,Fair
Duffy's,"Indio Rojo, Xoco",623,2011,72.0,U.K.,3.75,1,Honduras,Moderate Blend,Fair
Duffy's,Dominican Republic,661,2011,65.0,U.K.,3.5,6,Dominican Republic,Mild Mocha,Fair
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,U.K.,3.0,6,Panama,Moderate Blend,Fair
Duffy's,"Nicaliso, Xoco",697,2011,71.0,U.K.,3.25,1,Nicaragua,Moderate Blend,Fair
Duffy's,Ocumare,765,2011,71.0,U.K.,3.5,6,Venezuela,Moderate Blend,Fair
Duffy's,Panama,516,2010,70.0,U.K.,3.5,6,Panama,Moderate Blend,Fair
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,U.K.,3.75,6,Ecuador,Moderate Blend,Fair
Duffy's,Star of Ecuador,523,2010,70.0,U.K.,2.5,6,Ecuador,Moderate Blend,Fair
Duffy's,Star of Peru,523,2010,70.0,U.K.,3.75,6,Peru,Moderate Blend,Fair
Dulcinea,Dominican Republic,1506,2015,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Durand,Madagascar,841,2012,82.0,France,2.75,2,Madagascar,Deep Dark,Fair
Durci,"Maranon, Joya Rara",1626,2015,70.0,USA,3.5,3,Peru,Moderate Blend,Fair
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,USA,3.5,2,Venezuela,Moderate Blend,Fair
Durci,Taino Secret,1630,2015,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,USA,3.25,2,Venezuela,Moderate Blend,Fair
Durci,Corona Arriba,1630,2015,70.0,USA,4.0,6,Ecuador,Moderate Blend,Excellent
East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,6,Peru,Moderate Blend,Fair
East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,2,Madagascar,Moderate Blend,Fair
East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,6,Dominican Republic,Moderate Blend,Fair
Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,6,Colombia,Moderate Blend,Fair
Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,6,Colombia,Moderate Blend,Fair
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,USA,2.75,3,Peru,Moderate Blend,Fair
Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,1,Venezuela,Mild Mocha,Fair
El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,6,Bolivia,Moderate Blend,Fair
El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,6,Bolivia,Moderate Blend,Fair
El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,6,Venezuela,Moderate Blend,Fair
El Rey,"Rio Caribe, Cariaco",439,2009,60.5,Venezuela,2.75,2,Venezuela,Mild Mocha,Fair
El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,2,Venezuela,Moderate Blend,Fair
El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,1,Venezuela,Moderate Blend,Fair
El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,1,Venezuela,Mild Mocha,Fair
El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,1,Venezuela,Mild Mocha,Fair
El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,1,Venezuela,Moderate Blend,Fair
Emerald Estate,Emerald Estate,1137,2013,60.0,St. Lucia,2.75,6,St. Lucia,Mild Mocha,Fair
Emerald Estate,Emerald Estate,1137,2013,70.0,St. Lucia,3.25,6,St. Lucia,Moderate Blend,Fair
Emily's,Patanemo,1450,2015,79.0,Japan,3.0,6,Venezuela,Moderate Blend,Fair
Emily's,Peru,1454,2015,78.0,Japan,3.5,1,Peru,Moderate Blend,Fair
ENNA,"Wampusirpi, batch 007",1916,2016,75.0,USA,3.25,6,Honduras,Moderate Blend,Fair
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80.0,Spain,3.25,3,Sao Tome & Principe,Moderate Blend,Fair
Erithaj (A. Morin),Ben Tre,1205,2014,70.0,France,3.25,2,Vietnam,Moderate Blend,Fair
Erithaj (A. Morin),Ham Luong,1209,2014,80.0,France,3.0,2,Vietnam,Moderate Blend,Fair
Erithaj (A. Morin),Ba Lai,1209,2014,74.0,France,3.25,2,Vietnam,Moderate Blend,Fair
Escazu,Rio Caribe,903,2012,70.0,USA,2.75,2,Venezuela,Moderate Blend,Fair
Escazu,Guapiles,414,2009,65.0,USA,2.0,6,Costa Rica,Mild Mocha,Poor
Escazu,Carenero Superior,423,2009,81.0,USA,3.5,1,Venezuela,Deep Dark,Fair
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74.0,USA,2.75,6,"Cost Rica, Ven",Moderate Blend,Fair
Escazu,Ocumare,252,2008,72.0,USA,3.0,1,Venezuela,Moderate Blend,Fair
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55.0,USA,2.5,6,"Peru, Madagascar",Mild Mocha,Fair
Ethel's Artisan (Mars),Trinidad,666,2011,55.0,USA,2.5,2,Trinidad,Mild Mocha,Fair
Ethel's Artisan (Mars),Porcelana,666,2011,70.0,USA,2.5,1,Venezuela,Moderate Blend,Fair
Ethel's Artisan (Mars),Red Vanilla,666,2011,62.0,USA,2.75,6,Unkown,Mild Mocha,Fair
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62.0,USA,2.5,6,"Venezuela, Trinidad",Mild Mocha,Fair
Ethereal,Belize,1275,2014,80.0,USA,3.0,2,Belize,Moderate Blend,Fair
Ethereal,Ecuador,1275,2014,80.0,USA,3.5,6,Ecuador,Moderate Blend,Fair
Ethereal,Dominican Republic,1275,2014,80.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75.0,USA,2.75,6,Brazil,Moderate Blend,Fair
Feitoria Cacao,Blue Mountain,1732,2016,76.0,Portugal,3.0,6,Jamaica,Moderate Blend,Fair
Feitoria Cacao,Cuyagua,1736,2016,76.0,Portugal,2.5,6,Venezuela,Moderate Blend,Fair
Feitoria Cacao,Maya Mountain,1736,2016,76.0,Portugal,2.75,2,Belize,Moderate Blend,Fair
Felchlin,Grenada,494,2010,58.0,Switzerland,3.5,2,Grenada,Mild Mocha,Fair
Felchlin,Supremo- SF,105,2006,62.0,Switzerland,2.0,6,Unkown,Mild Mocha,Poor
Felchlin,Elvesia P.,105,2006,74.0,Switzerland,3.0,4,Dominican Republic,Moderate Blend,Fair
Felchlin,"Madagascar, Grand Cru",48,2006,64.0,Switzerland,3.0,1,Madagascar,Mild Mocha,Fair
Felchlin,Maracaibo Clasificado,48,2006,65.0,Switzerland,3.0,1,Venezuela,Mild Mocha,Fair
Felchlin,Arriba,48,2006,72.0,Switzerland,3.5,3,Ecuador,Moderate Blend,Fair
Felchlin,"Alto Beni, Cru Savage",56,2006,68.0,Switzerland,4.0,1,Bolivia,Mild Mocha,Excellent
Finca,Puerto Rico,1283,2014,65.0,USA,2.25,6,Puerto Rico,Mild Mocha,Poor
Finca,Dominican Republic,1283,2014,80.0,USA,3.0,6,Dominican Republic,Moderate Blend,Fair
Finca,Dominican Republic,1283,2014,70.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Finca,Dominican Republic,1287,2014,85.0,USA,2.5,6,Dominican Republic,Deep Dark,Fair
Forever Cacao,Rio Eni,1267,2014,72.0,U.K.,2.75,1,Peru,Moderate Blend,Fair
Forteza (Cortes),Dominican Republic,1776,2016,70.0,Puerto Rico,2.75,6,Dominican Republic,Moderate Blend,Fair
Forteza (Cortes),Puerto Rico,1776,2016,80.0,Puerto Rico,2.75,6,Dominican Republic,Moderate Blend,Fair
Fossa,"Akesson's E., Sambirano V.",1772,2016,70.0,Singapore,2.75,6,Madagascar,Moderate Blend,Fair
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75.0,Singapore,3.5,6,Ecuador,Moderate Blend,Fair
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67.0,Singapore,3.75,2,Tanzania,Mild Mocha,Fair
Franceschi,Choroni,1355,2014,70.0,Venezuela,3.5,6,Venezuela,Moderate Blend,Fair
Franceschi,Ocumare,1355,2014,70.0,Venezuela,3.75,6,Venezuela,Moderate Blend,Fair
Franceschi,Canoabo,911,2012,70.0,Venezuela,3.75,6,Venezuela,Moderate Blend,Fair
Franceschi,Sur del Lago,915,2012,60.0,Venezuela,3.5,6,Venezuela,Mild Mocha,Fair
Frederic Blondeel,Costa Rica,1538,2015,70.0,Belgium,3.5,6,Costa Rica,Moderate Blend,Fair
Frederic Blondeel,Peru Brutus,1538,2015,75.0,Belgium,3.5,6,Peru,Moderate Blend,Fair
Frederic Blondeel,Vietnam,1542,2015,80.0,Belgium,3.0,2,Vietnam,Moderate Blend,Fair
Frederic Blondeel,Ghana,1351,2014,60.0,Belgium,3.5,3,Ghana,Mild Mocha,Fair
Frederic Blondeel,Madagascar,1351,2014,65.0,Belgium,3.5,2,Madagascar,Mild Mocha,Fair
French Broad,"Norandino, batch 161208",1940,2017,70.0,USA,3.5,6,Peru,Moderate Blend,Fair
French Broad,Guatemala,1634,2015,73.0,USA,3.5,6,Guatemala,Moderate Blend,Fair
French Broad,San Andres,1209,2014,80.0,USA,3.0,6,Costa Rica,Moderate Blend,Fair
French Broad,Matagalpa,1295,2014,68.0,USA,3.25,6,Nicaragua,Mild Mocha,Fair
French Broad,"Palo Blanco, Chulucanas",1042,2013,66.0,USA,3.5,6,Peru,Mild Mocha,Fair
French Broad,Tumbes Coop,883,2012,70.0,USA,2.5,1,Peru,Moderate Blend,Fair
French Broad,"Palo Blanco, Chulucanas",883,2012,61.0,USA,3.5,6,Peru,Mild Mocha,Fair
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81.0,USA,2.0,6,Peru,Deep Dark,Poor
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70.0,USA,3.5,3,Peru,Moderate Blend,Fair
French Broad,La Red,785,2011,65.0,USA,3.5,6,Dominican Republic,Mild Mocha,Fair
Fresco,"Maranon, #228, MR, SC",1383,2014,70.0,USA,3.0,3,Peru,Moderate Blend,Fair
Fresco,"Maranon, #227, LR, MC",1383,2014,70.0,USA,3.5,3,Peru,Moderate Blend,Fair
Fresco,"Maranon, #229, MR, LC",1383,2014,70.0,USA,3.5,3,Peru,Moderate Blend,Fair
Fresco,"Maranon, #230, DR, LC",1387,2014,70.0,USA,3.5,3,Peru,Moderate Blend,Fair
Fresco,"Conacado, #223, MR, SC",1030,2013,72.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Fresco,"Conacado, #224, MR, MC",1081,2013,72.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70.0,USA,3.75,6,Peru,Moderate Blend,Fair
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70.0,USA,4.0,2,Peru,Moderate Blend,Excellent
Fresco,"Markham Valley, #219, LR, MC",899,2012,69.0,USA,3.5,6,Papua New Guinea,Mild Mocha,Fair
Fresco,"Markham Valley, #221, DR, MC",899,2012,69.0,USA,3.5,6,Papua New Guinea,Mild Mocha,Fair
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74.0,USA,4.0,2,Madagascar,Moderate Blend,Excellent
Fresco,"Markham Valley, #220, MR, MC",927,2012,69.0,USA,4.0,2,Papua New Guinea,Mild Mocha,Excellent
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69.0,USA,3.0,2,Papua New Guinea,Mild Mocha,Fair
Fresco,"Ghana, #211, MR, MC",636,2011,74.0,USA,2.75,3,Ghana,Moderate Blend,Fair
Fresco,"Jamaica, #209, DR, SC",642,2011,70.0,USA,3.25,2,Jamaica,Moderate Blend,Fair
Fresco,"Conacado, #212, LR, SC",642,2011,72.0,USA,3.5,6,Dominican Republic,Moderate Blend,Fair
Fresco,"Jamaica, #210, DR, MC",642,2011,70.0,USA,3.5,2,Jamaica,Moderate Blend,Fair
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74.0,USA,2.75,2,Madagascar,Moderate Blend,Fair
Fresco,"Conacado, #213, DR, -C",682,2011,72.0,USA,3.25,6,Dominican Republic,Moderate Blend,Fair
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74.0,USA,3.0,2,Madagascar,Moderate Blend,Fair
Fresco,"Chuao, #218, MR, MC",745,2011,76.0,USA,3.25,2,Venezuela,Moderate Blend,Fair
Fresco,"Chuao, #217, DR, MC",745,2011,70.0,USA,4.0,2,Venezuela,Moderate Blend,Excellent
Fresco,"Jamaica, #204, DR, SC",370,2009,80.0,USA,2.75,2,Jamaica,Moderate Blend,Fair
Fresco,"Jamaica, #206, DR, LC",370,2009,70.0,USA,3.0,2,Jamaica,Moderate Blend,Fair
Fresco,"Jamaica, #205, DR, MC",370,2009,70.0,USA,3.25,2,Jamaica,Moderate Blend,Fair
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65.0,USA,3.5,1,Venezuela,Mild Mocha,Fair
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70.0,Denmark,3.5,6,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),La Dalia,1680,2015,60.0,Denmark,3.0,6,Nicaragua,Mild Mocha,Fair
Friis Holm (Bonnat),La Dalia,1680,2015,85.0,Denmark,3.25,6,Nicaragua,Deep Dark,Fair
Friis Holm (Bonnat),La Dalia,1259,2014,70.0,Denmark,3.5,6,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70.0,Denmark,3.25,6,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70.0,Denmark,3.5,6,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70.0,Denmark,3.25,4,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70.0,Denmark,3.25,4,Honduras,Moderate Blend,Fair
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70.0,Denmark,3.25,4,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70.0,Denmark,3.75,6,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70.0,Denmark,3.25,4,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70.0,Denmark,3.5,4,Nicaragua,Moderate Blend,Fair
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70.0,Denmark,3.5,4,Nicaragua,Moderate Blend,Fair
Fruition,"Wild Bolivian, Batch 2",1780,2016,74.0,USA,3.75,6,Bolivia,Moderate Blend,Fair
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74.0,USA,4.0,6,Costa Rica,Moderate Blend,Excellent
Fruition,Gran Couva,1347,2014,70.0,USA,3.75,2,Trinidad,Moderate Blend,Fair
Fruition,Maranon,1359,2014,76.0,USA,3.0,3,Peru,Moderate Blend,Fair
Fruition,La Red,1046,2013,70.0,USA,3.75,6,Dominican Republic,Moderate Blend,Fair
Fruition,Camino Verde,1185,2013,75.0,USA,3.0,6,Ecuador,Moderate Blend,Fair
Fruition,Peru,863,2012,70.0,USA,2.5,6,Peru,Moderate Blend,Fair
Fruition,Signature Blend,753,2011,66.0,USA,3.25,2,Costa Rica,Mild Mocha,Fair
Fruition,Costa Rica,781,2011,70.0,USA,3.0,6,Costa Rica,Moderate Blend,Fair
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85.0,USA,2.5,4,Hawaii,Deep Dark,Fair
Georgia Ramon,Akesson P.,1642,2015,65.0,Germany,3.25,2,Madagascar,Mild Mocha,Fair
Georgia Ramon,ABOCFA Coop,1642,2015,70.0,Germany,4.0,3,Ghana,Moderate Blend,Excellent
Georgia Ramon,Conacado Coop,1646,2015,70.0,Germany,3.5,2,Dominican Republic,Moderate Blend,Fair
Georgia Ramon,Conacado Coop,1646,2015,80.0,Germany,3.5,2,Dominican Republic,Moderate Blend,Fair
Georgia Ramon,Akesson P.,1646,2015,75.0,Germany,3.5,2,Madagascar,Moderate Blend,Fair
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70.0,USA,3.5,6,Belize,Moderate Blend,Fair
Glennmade,Bahia,1672,2015,66.0,USA,3.0,4,Brazil,Mild Mocha,Fair
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,USA,2.75,6,Mexico,Moderate Blend,Fair
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,USA,3.25,6,Nicaragua,Moderate Blend,Fair
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,USA,3.25,6,Guatemala,Moderate Blend,Fair
Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,2,Vietnam,Moderate Blend,Fair
Green & Black's (ICAM),Dark,15,2006,70.0,U.K.,2.5,6,Unkown,Moderate Blend,Fair
Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,6,Madagascar,Moderate Blend,Fair
Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,2,Grenada,Deep Dark,Fair
Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,2,Grenada,Mild Mocha,Fair
Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,2,Grenada,Moderate Blend,Fair
Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,3,Ecuador,Mild Mocha,Fair
Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,3,Ghana,Mild Mocha,Fair
Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,6,"Trinidad, Tobago",Mild Mocha,Fair
Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,6,Venezuela,Moderate Blend,Fair
Guido Castagna,Blend,355,2009,64.0,Italy,3.25,6,"Ven, Trinidad, Ecuador",Mild Mocha,Fair
Guittard,"Epique, Blend No. 49",1602,2015,70.0,USA,3.75,6,Unkown,Moderate Blend,Fair
Guittard,Haiti,1053,2013,65.0,USA,2.75,6,Haiti,Mild Mocha,Fair
Guittard,Nicaragua,1053,2013,65.0,USA,2.75,6,Nicaragua,Mild Mocha,Fair
Guittard,Jamaica,1053,2013,65.0,USA,3.25,2,Jamaica,Mild Mocha,Fair
Guittard,Ecuador,1053,2013,65.0,USA,3.5,6,Ecuador,Mild Mocha,Fair
Guittard,Coucher du Soleil,654,2011,72.0,USA,2.75,6,Unkown,Moderate Blend,Fair
Guittard,Lever du Soleil,654,2011,61.0,USA,3.25,6,Unkown,Mild Mocha,Fair
Guittard,Onyx,654,2011,72.0,USA,3.25,6,Unkown,Moderate Blend,Fair
Guittard,Trinidad,552,2010,65.0,USA,3.0,2,Trinidad,Mild Mocha,Fair
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,USA,3.0,6,Hawaii,Mild Mocha,Fair
Guittard,Nocturne,387,2009,91.0,USA,3.0,6,Unkown,Deep Dark,Fair
Guittard,Complexite,387,2009,70.0,USA,3.5,4,Unkown,Moderate Blend,Fair
Guittard,Machu Pichu,259,2008,65.0,USA,3.0,6,Peru,Mild Mocha,Fair
Guittard,Special Maker Reserve,276,2008,64.0,USA,3.0,6,Unkown,Mild Mocha,Fair
Guittard,Ocumare,276,2008,65.0,USA,3.5,6,Venezuela,Mild Mocha,Fair
Guittard,Quetzalcoatl,147,2007,72.0,USA,3.5,4,Unkown,Moderate Blend,Fair
Guittard,Chucuri,15,2006,65.0,USA,3.0,2,Colombia,Mild Mocha,Fair
Guittard,Sur del Lago,87,2006,65.0,USA,2.5,4,Venezuela,Mild Mocha,Fair
Guittard,"Sambirano, Ambanja",87,2006,65.0,USA,3.5,1,Madagascar,Mild Mocha,Fair
Guittard,"Los Rios, Quevedo",93,2006,65.0,USA,3.5,3,Ecuador,Mild Mocha,Fair
